District Number,District Name,District Web Page Address,School Number,School Name
'001902,CAYUGA ISD,www.cayugaisd.com,'001902001,CAYUGA H S
'001902,CAYUGA ISD,www.cayugaisd.com,'001902041,CAYUGA MIDDLE
'001902,CAYUGA ISD,www.cayugaisd.com,'001902103,CAYUGA EL
'001903,ELKHART ISD,www.elkhartisd.org,'001903001,ELKHART H S
'001903,ELKHART ISD,www.elkhartisd.org,'001903002,ELKHART DAEP
'001903,ELKHART ISD,www.elkhartisd.org,'001903041,ELKHART MIDDLE
'001903,ELKHART ISD,www.elkhartisd.org,'001903101,ELKHART EL
'001903,ELKHART ISD,www.elkhartisd.org,'001903102,ELKHART INT
'001904,FRANKSTON ISD,www.frankstonisd.net,'001904001,FRANKSTON H S
'001904,FRANKSTON ISD,www.frankstonisd.net,'001904041,FRANKSTON MIDDLE
'001904,FRANKSTON ISD,www.frankstonisd.net,'001904102,FRANKSTON EL
'001906,NECHES ISD,www.nechesisd.com,'001906002,NECHES H S
'001906,NECHES ISD,www.nechesisd.com,'001906102,NECHES EL
'001907,PALESTINE ISD,www.palestineschools.org,'001907001,PALESTINE H S
'001907,PALESTINE ISD,www.palestineschools.org,'001907041,PALESTINE J H
'001907,PALESTINE ISD,www.palestineschools.org,'001907101,NORTHSIDE PRI
'001907,PALESTINE ISD,www.palestineschools.org,'001907102,WASHINGTON EARLY CHILDHOOD CENTER
'001907,PALESTINE ISD,www.palestineschools.org,'001907107,SOUTHSIDE EL
'001907,PALESTINE ISD,www.palestineschools.org,'001907110,STORY INT
'001908,WESTWOOD ISD,www.westwoodisd.net,'001908002,WESTWOOD H S
'001908,WESTWOOD ISD,www.westwoodisd.net,'001908041,WESTWOOD J H
'001908,WESTWOOD ISD,www.westwoodisd.net,'001908101,WESTWOOD EL
'001908,WESTWOOD ISD,www.westwoodisd.net,'001908102,WESTWOOD PRI
'001909,SLOCUM ISD,www.slocumisd.org/,'001909001,SLOCUM H S
'001909,SLOCUM ISD,www.slocumisd.org/,'001909101,SLOCUM PK - 8
'002901,ANDREWS ISD,www.andrews.esc18.net,'002901001,ANDREWS H S
'002901,ANDREWS ISD,www.andrews.esc18.net,'002901002,ANDREWS EDUCATION CENTER
'002901,ANDREWS ISD,www.andrews.esc18.net,'002901041,ANDREWS MIDDLE
'002901,ANDREWS ISD,www.andrews.esc18.net,'002901101,DEVONIAN EL
'002901,ANDREWS ISD,www.andrews.esc18.net,'002901104,UNDERWOOD EL
'002901,ANDREWS ISD,www.andrews.esc18.net,'002901105,CLEARFORK EL
'003801,PINEYWOODS COMMUNITY ACADEMY,www.pineywoodsacademy.org,'003801001,PINEYWOODS COMMUNITY ACADEMY H S
'003801,PINEYWOODS COMMUNITY ACADEMY,www.pineywoodsacademy.org,'003801042,DR TERRY ROBBINS MIDDLE
'003801,PINEYWOODS COMMUNITY ACADEMY,www.pineywoodsacademy.org,'003801103,SARAH STRINDEN EL
'003902,HUDSON ISD,www.hudsonisd.org,'003902001,HUDSON H S
'003902,HUDSON ISD,www.hudsonisd.org,'003902004,STUBBLEFIELD LRN CTR
'003902,HUDSON ISD,www.hudsonisd.org,'003902041,HUDSON MIDDLE
'003902,HUDSON ISD,www.hudsonisd.org,'003902101,W F PEAVY PRI
'003902,HUDSON ISD,www.hudsonisd.org,'003902102,W H BONNER EL
'003903,LUFKIN ISD,www.lufkinisd.org/,'003903001,LUFKIN H S
'003903,LUFKIN ISD,www.lufkinisd.org/,'003903003,ALTER SCH
'003903,LUFKIN ISD,www.lufkinisd.org/,'003903004,STUBBLEFIELD LRN CTR
'003903,LUFKIN ISD,www.lufkinisd.org/,'003903044,LUFKIN MIDDLE
'003903,LUFKIN ISD,www.lufkinisd.org/,'003903120,ANDERSON EL
'003903,LUFKIN ISD,www.lufkinisd.org/,'003903121,BRANDON EL
'003903,LUFKIN ISD,www.lufkinisd.org/,'003903122,BROOKHOLLOW EL
'003903,LUFKIN ISD,www.lufkinisd.org/,'003903123,COSTON EL
'003903,LUFKIN ISD,www.lufkinisd.org/,'003903124,DUNBAR PRI
'003903,LUFKIN ISD,www.lufkinisd.org/,'003903125,GARRETT PRI
'003903,LUFKIN ISD,www.lufkinisd.org/,'003903126,HACKNEY PRI
'003903,LUFKIN ISD,www.lufkinisd.org/,'003903127,HERTY PRI
'003903,LUFKIN ISD,www.lufkinisd.org/,'003903128,KURTH PRI
'003903,LUFKIN ISD,www.lufkinisd.org/,'003903129,SLACK EL
'003903,LUFKIN ISD,www.lufkinisd.org/,'003903130,TROUT PRI
'003903,LUFKIN ISD,www.lufkinisd.org/,'003903131,BURLEY PRI
'003903,LUFKIN ISD,www.lufkinisd.org/,'003903141,SPECIAL SERVICES
'003903,LUFKIN ISD,www.lufkinisd.org/,'003903201,JUVENILE DETENT CTR
'003904,HUNTINGTON ISD,www.huntingtonisd.com,'003904001,HUNTINGTON H S
'003904,HUNTINGTON ISD,www.huntingtonisd.com,'003904005,PRIDE ALTER SCH
'003904,HUNTINGTON ISD,www.huntingtonisd.com,'003904041,HUNTINGTON MIDDLE
'003904,HUNTINGTON ISD,www.huntingtonisd.com,'003904101,HUNTINGTON EL
'003904,HUNTINGTON ISD,www.huntingtonisd.com,'003904102,HUNTINGTON INT
'003905,DIBOLL ISD,www.dibollisd.com,'003905001,DIBOLL H S
'003905,DIBOLL ISD,www.dibollisd.com,'003905004,STUBBLEFIELD LRN CTR
'003905,DIBOLL ISD,www.dibollisd.com,'003905041,DIBOLL J H
'003905,DIBOLL ISD,www.dibollisd.com,'003905101,H G TEMPLE EL
'003905,DIBOLL ISD,www.dibollisd.com,'003905102,DIBOLL PRI
'003905,DIBOLL ISD,www.dibollisd.com,'003905103,H G TEMPLE INT
'003906,ZAVALLA ISD,www.zavallaisd.org,'003906001,ZAVALLA H S
'003906,ZAVALLA ISD,www.zavallaisd.org,'003906004,STUBBLEFIELD LRN CTR
'003906,ZAVALLA ISD,www.zavallaisd.org,'003906101,ZAVALLA EL
'003907,CENTRAL ISD,www.centralisd.com/,'003907001,CENTRAL H S
'003907,CENTRAL ISD,www.centralisd.com/,'003907004,STUBBLEFIELD LRN CTR
'003907,CENTRAL ISD,www.centralisd.com/,'003907041,CENTRAL J H
'003907,CENTRAL ISD,www.centralisd.com/,'003907102,CENTRAL EL
'004901,ARANSAS COUNTY ISD,www.acisd.org,'004901001,ROCKPORT-FULTON H S
'004901,ARANSAS COUNTY ISD,www.acisd.org,'004901041,ROCKPORT-FULTON MIDDLE
'004901,ARANSAS COUNTY ISD,www.acisd.org,'004901101,FULTON LEARNING CENTER
'004901,ARANSAS COUNTY ISD,www.acisd.org,'004901102,DISCOVERY LEARNING CENTER
'004901,ARANSAS COUNTY ISD,www.acisd.org,'004901103,LIVE OAK LEARNING CENTER
'005901,ARCHER CITY ISD,www.archercityisd.net,'005901001,ARCHER CITY H S
'005901,ARCHER CITY ISD,www.archercityisd.net,'005901101,ARCHER CITY EL
'005902,HOLLIDAY ISD,www.hollidayisd.net,'005902001,HOLLIDAY H S
'005902,HOLLIDAY ISD,www.hollidayisd.net,'005902041,HOLLIDAY MIDDLE
'005902,HOLLIDAY ISD,www.hollidayisd.net,'005902101,HOLLIDAY EL
'005904,WINDTHORST ISD,www.windthorstisd.net,'005904001,WINDTHORST H S
'005904,WINDTHORST ISD,www.windthorstisd.net,'005904041,WINDTHORST JH
'005904,WINDTHORST ISD,www.windthorstisd.net,'005904101,WINDTHORST EL
'006902,CLAUDE ISD,www.claudeisd.net,'006902001,CLAUDE H S
'006902,CLAUDE ISD,www.claudeisd.net,'006902101,CLAUDE EL
'007901,CHARLOTTE ISD,www.charlotteisd.net,'007901001,CHARLOTTE H S
'007901,CHARLOTTE ISD,www.charlotteisd.net,'007901002,ATASCOSA CO ALTER
'007901,CHARLOTTE ISD,www.charlotteisd.net,'007901003,DISTRICT REASSIGNMENT & OPPORTUNITY CENTER
'007901,CHARLOTTE ISD,www.charlotteisd.net,'007901041,CHARLOTTE MIDDLE
'007901,CHARLOTTE ISD,www.charlotteisd.net,'007901101,CHARLOTTE EL
'007902,JOURDANTON ISD,www.jourdantonisd.net,'007902001,JOURDANTON H S
'007902,JOURDANTON ISD,www.jourdantonisd.net,'007902004,THE LARRY BROWN SCHOOL
'007902,JOURDANTON ISD,www.jourdantonisd.net,'007902005,ATASCOSA COUNTY JUVENILE JUSTICE CENTER
'007902,JOURDANTON ISD,www.jourdantonisd.net,'007902006,JOURDANTON DAEP
'007902,JOURDANTON ISD,www.jourdantonisd.net,'007902041,JOURDANTON J H
'007902,JOURDANTON ISD,www.jourdantonisd.net,'007902101,JOURDANTON EL
'007904,LYTLE ISD,www.lytleisd.org/,'007904001,LYTLE H S
'007904,LYTLE ISD,www.lytleisd.org/,'007904002,LYTLE DAEP
'007904,LYTLE ISD,www.lytleisd.org/,'007904003,JJAEP
'007904,LYTLE ISD,www.lytleisd.org/,'007904041,LYTLE J H
'007904,LYTLE ISD,www.lytleisd.org/,'007904101,LYTLE EL
'007904,LYTLE ISD,www.lytleisd.org/,'007904103,LYTLE PRIMARY SCHOOL
'007905,PLEASANTON ISD,www.pisd.us,'007905001,PLEASANTON H S
'007905,PLEASANTON ISD,www.pisd.us,'007905004,ATASCOSA CO ALTER
'007905,PLEASANTON ISD,www.pisd.us,'007905005,PLEASANTON ISD SCHOOL OF CHOICE
'007905,PLEASANTON ISD,www.pisd.us,'007905041,PLEASANTON J H
'007905,PLEASANTON ISD,www.pisd.us,'007905103,PLEASANTON EL
'007905,PLEASANTON ISD,www.pisd.us,'007905105,PLEASANTON PRI
'007906,POTEET ISD,www.poteetisd.org,'007906001,POTEET H S
'007906,POTEET ISD,www.poteetisd.org,'007906003,ATASCOSA CO JUVENILE UNIT
'007906,POTEET ISD,www.poteetisd.org,'007906041,POTEET J H
'007906,POTEET ISD,www.poteetisd.org,'007906101,POTEET EL
'007906,POTEET ISD,www.poteetisd.org,'007906102,POTEET INT
'008901,BELLVILLE ISD,www.bellvilleisd.org,'008901001,BELLVILLE H S
'008901,BELLVILLE ISD,www.bellvilleisd.org,'008901002,SPICER ALTER ED CTR
'008901,BELLVILLE ISD,www.bellvilleisd.org,'008901041,BELLVILLE J H
'008901,BELLVILLE ISD,www.bellvilleisd.org,'008901101,O'BRYANT PRI
'008901,BELLVILLE ISD,www.bellvilleisd.org,'008901102,O'BRYANT INT
'008901,BELLVILLE ISD,www.bellvilleisd.org,'008901105,WEST END EL
'008902,SEALY ISD,www.sealyisd.com,'008902001,SEALY H S
'008902,SEALY ISD,www.sealyisd.com,'008902041,SEALY J H
'008902,SEALY ISD,www.sealyisd.com,'008902102,SELMAN EL
'008902,SEALY ISD,www.sealyisd.com,'008902103,SELMAN INT
'008902,SEALY ISD,www.sealyisd.com,'008902104,SEALY EL
'008903,BRAZOS ISD,www.brazosisd.net,'008903001,BRAZOS H S
'008903,BRAZOS ISD,www.brazosisd.net,'008903041,BRAZOS MIDDLE
'008903,BRAZOS ISD,www.brazosisd.net,'008903102,BRAZOS EL
'008903,BRAZOS ISD,www.brazosisd.net,'008903103,PRAIRIE HARBOR ALTERNATIVE SCHOOL
'009901,MULESHOE ISD,www.muleshoeisd.net,'009901001,MULESHOE H S
'009901,MULESHOE ISD,www.muleshoeisd.net,'009901002,P E P
'009901,MULESHOE ISD,www.muleshoeisd.net,'009901041,WATSON J H
'009901,MULESHOE ISD,www.muleshoeisd.net,'009901101,MARY DESHAZO EL
'009901,MULESHOE ISD,www.muleshoeisd.net,'009901103,DILLMAN EL
'010901,MEDINA ISD,www.medinaisd.org,'010901001,MEDINA SCHOOL
'010902,BANDERA ISD,www.banderaisd.net,'010902001,BANDERA H S
'010902,BANDERA ISD,www.banderaisd.net,'010902041,BANDERA MIDDLE
'010902,BANDERA ISD,www.banderaisd.net,'010902101,ALKEK EL
'010902,BANDERA ISD,www.banderaisd.net,'010902102,HILL COUNTRY EL
'011901,BASTROP ISD,www.bisdtx.org,'011901001,BASTROP H S
'011901,BASTROP ISD,www.bisdtx.org,'011901002,CEDAR CREEK H S
'011901,BASTROP ISD,www.bisdtx.org,'011901005,COLORADO RIVER COLLEGIATE ACADEMY
'011901,BASTROP ISD,www.bisdtx.org,'011901022,GENESIS H S
'011901,BASTROP ISD,www.bisdtx.org,'011901033,GATEWAY SCH
'011901,BASTROP ISD,www.bisdtx.org,'011901041,BASTROP MIDDLE
'011901,BASTROP ISD,www.bisdtx.org,'011901101,EMILE EL
'011901,BASTROP ISD,www.bisdtx.org,'011901102,MINA EL
'011901,BASTROP ISD,www.bisdtx.org,'011901103,CEDAR CREEK EL
'011901,BASTROP ISD,www.bisdtx.org,'011901104,BASTROP INT
'011901,BASTROP ISD,www.bisdtx.org,'011901106,CEDAR CREEK MIDDLE
'011901,BASTROP ISD,www.bisdtx.org,'011901107,RED ROCK EL
'011901,BASTROP ISD,www.bisdtx.org,'011901108,CEDAR CREEK INT
'011901,BASTROP ISD,www.bisdtx.org,'011901109,BLUEBONNET EL
'011901,BASTROP ISD,www.bisdtx.org,'011901110,LOST PINES EL
'011902,ELGIN ISD,www.elginisd.net,'011902001,ELGIN H S
'011902,ELGIN ISD,www.elginisd.net,'011902003,BASTROP COUNTY JUVENILE BOOT CAMP
'011902,ELGIN ISD,www.elginisd.net,'011902004,PHOENIX H S
'011902,ELGIN ISD,www.elginisd.net,'011902041,ELGIN MIDDLE
'011902,ELGIN ISD,www.elginisd.net,'011902101,BOOKER T WASHINGTON EL
'011902,ELGIN ISD,www.elginisd.net,'011902102,ELGIN EL
'011902,ELGIN ISD,www.elginisd.net,'011902103,NEIDIG EL
'011904,SMITHVILLE ISD,www.smithvilleisd.org,'011904002,SMITHVILLE H S
'011904,SMITHVILLE ISD,www.smithvilleisd.org,'011904004,BASTROP COUNTY JUVENILE BOOT CAMP
'011904,SMITHVILLE ISD,www.smithvilleisd.org,'011904041,SMITHVILLE J H
'011904,SMITHVILLE ISD,www.smithvilleisd.org,'011904101,SMITHVILLE EL
'011904,SMITHVILLE ISD,www.smithvilleisd.org,'011904102,BROWN PRI
'011905,MCDADE ISD,www.mcdadeisd.info/,'011905001,MCDADE H S
'011905,MCDADE ISD,www.mcdadeisd.info/,'011905101,MCDADE EL
'012901,SEYMOUR ISD,www.seymour-isd.net,'012901001,SEYMOUR H S
'012901,SEYMOUR ISD,www.seymour-isd.net,'012901042,SEYMOUR MIDDLE
'012901,SEYMOUR ISD,www.seymour-isd.net,'012901101,SEYMOUR EL
'013801,ST MARY'S ACADEMY CHARTER SCHOOL,www.smacs.net,'013801101,ST MARY'S ACADEMY CHARTER SCHOOL
'013901,BEEVILLE ISD,www.beevilleisd.net/,'013901001,A C JONES H S
'013901,BEEVILLE ISD,www.beevilleisd.net/,'013901004,A C JONES HEALTH PROFESSIONS MAGNET ACADEMY
'013901,BEEVILLE ISD,www.beevilleisd.net/,'013901041,MORENO J H
'013901,BEEVILLE ISD,www.beevilleisd.net/,'013901042,THE JOE BARNHART ACADEMY
'013901,BEEVILLE ISD,www.beevilleisd.net/,'013901101,R A HALL EL
'013901,BEEVILLE ISD,www.beevilleisd.net/,'013901102,FADDEN-MCKEOWN-CHAMBLISS EL
'013901,BEEVILLE ISD,www.beevilleisd.net/,'013901104,THOMAS JEFFERSON INT
'013901,BEEVILLE ISD,www.beevilleisd.net/,'013901105,HAMPTON-MORENO-DUGAT EARLY CHILDHOOD CENTER
'013902,PAWNEE ISD,www.pawneeisd.net/,'013902101,PAWNEE EL / J H
'013903,PETTUS ISD,www.pettusisd.com,'013903001,PETTUS SECONDARY
'013903,PETTUS ISD,www.pettusisd.com,'013903101,PETTUS EL
'013905,SKIDMORE-TYNAN ISD,www.stbobcats.net,'013905001,SKIDMORE-TYNAN H S
'013905,SKIDMORE-TYNAN ISD,www.stbobcats.net,'013905041,SKIDMORE-TYNAN J H
'013905,SKIDMORE-TYNAN ISD,www.stbobcats.net,'013905101,SKIDMORE-TYNAN EL
'014801,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),www.rmaschools.org,'014801001,RICHARD MILBURN ALTER H S (KILLEEN)
'014801,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),www.rmaschools.org,'014801002,RICHARD MILBURN ACADEMY ODESSA
'014801,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),www.rmaschools.org,'014801004,RICHARD MILBURN ACADEMY LUBBOCK
'014801,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),www.rmaschools.org,'014801005,RICHARD MILBURN ACADEMY HOUSTON (SUBURBAN)
'014801,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),www.rmaschools.org,'014801006,RICHARD MILBURN ACADEMY FORT WORTH
'014801,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),www.rmaschools.org,'014801007,RICHARD MILBURN ACADEMY CORPUS CHRISTI
'014801,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),www.rmaschools.org,'014801008,RICHARD MILBURN ACADEMY AMARILLO
'014801,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),www.rmaschools.org,'014801009,RICHARD MILBURN ACADEMY PASADENA
'014801,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),www.rmaschools.org,'014801010,RICHARD MILBURN ACADEMY MIDLAND SOUTH
'014803,PRIORITY CHARTER SCHOOLS,www.prioritycharterschools.org,'014803002,GEORGETOWN CHARTER ACADEMY
'014803,PRIORITY CHARTER SCHOOLS,www.prioritycharterschools.org,'014803003,COVE CHARTER ACADEMY
'014803,PRIORITY CHARTER SCHOOLS,www.prioritycharterschools.org,'014803004,CEDAR PARK CHARTER ACADEMY
'014803,PRIORITY CHARTER SCHOOLS,www.prioritycharterschools.org,'014803101,TEMPLE CHARTER ACADEMY
'014804,ORENDA CHARTER SCHOOL,www.orendaeducation.org,'014804002,NEW HORIZONS
'014804,ORENDA CHARTER SCHOOL,www.orendaeducation.org,'014804005,GATEWAY TECH H S
'014804,ORENDA CHARTER SCHOOL,www.orendaeducation.org,'014804006,GATEWAY COLLEGE PREPARATORY SCHOOL
'014804,ORENDA CHARTER SCHOOL,www.orendaeducation.org,'014804007,NOLAN CREEK SCHOOL
'014804,ORENDA CHARTER SCHOOL,www.orendaeducation.org,'014804008,KINGSLAND SCHOOL
'014901,ACADEMY ISD,www.academyisd.net/,'014901001,ACADEMY H S
'014901,ACADEMY ISD,www.academyisd.net/,'014901005,BELL COUNTY ALTERNATIVE SCHOOL
'014901,ACADEMY ISD,www.academyisd.net/,'014901041,ACADEMY J H
'014901,ACADEMY ISD,www.academyisd.net/,'014901042,ACADEMY JJAEP
'014901,ACADEMY ISD,www.academyisd.net/,'014901101,ACADEMY INT
'014901,ACADEMY ISD,www.academyisd.net/,'014901102,ACADEMY EL
'014902,BARTLETT ISD,www.bartlett.txed.net,'014902001,BARTLETT SCHOOLS
'014902,BARTLETT ISD,www.bartlett.txed.net,'014902002,WILLIAMSON CO J J A E P
'014902,BARTLETT ISD,www.bartlett.txed.net,'014902003,BELL CO JJAEP
'014903,BELTON ISD,www.bisd.net/,'014903001,BELTON H S
'014903,BELTON ISD,www.bisd.net/,'014903005,BELTON NEW TECH H S AT WASKOW
'014903,BELTON ISD,www.bisd.net/,'014903006,BELL CO J J A E P
'014903,BELTON ISD,www.bisd.net/,'014903043,LAKE BELTON MIDDLE
'014903,BELTON ISD,www.bisd.net/,'014903044,SOUTH BELTON MIDDLE
'014903,BELTON ISD,www.bisd.net/,'014903045,NORTH BELTON MIDDLE
'014903,BELTON ISD,www.bisd.net/,'014903102,LEON HEIGHTS EL
'014903,BELTON ISD,www.bisd.net/,'014903103,MILLER HEIGHTS EL
'014903,BELTON ISD,www.bisd.net/,'014903104,SOUTHWEST EL
'014903,BELTON ISD,www.bisd.net/,'014903108,LAKEWOOD EL
'014903,BELTON ISD,www.bisd.net/,'014903109,SPARTA EL
'014903,BELTON ISD,www.bisd.net/,'014903111,JOE M PIRTLE EL
'014903,BELTON ISD,www.bisd.net/,'014903116,TARVER EL
'014903,BELTON ISD,www.bisd.net/,'014903117,HIGH POINT EL
'014903,BELTON ISD,www.bisd.net/,'014903118,CHISHOLM TRAIL EL
'014903,BELTON ISD,www.bisd.net/,'014903119,BELTON EARLY CHILDHOOD SCHOOL
'014903,BELTON ISD,www.bisd.net/,'014903120,CHARTER OAK EL
'014905,HOLLAND ISD,www.hollandisd.org,'014905001,HOLLAND H S
'014905,HOLLAND ISD,www.hollandisd.org,'014905003,BELL COUNTY JJAEP
'014905,HOLLAND ISD,www.hollandisd.org,'014905004,BELL COUNTY DAEP
'014905,HOLLAND ISD,www.hollandisd.org,'014905041,HOLLAND MIDDLE
'014905,HOLLAND ISD,www.hollandisd.org,'014905101,HOLLAND EL
'014906,KILLEEN ISD,www.killeenisd.org,'014906001,KILLEEN H S
'014906,KILLEEN ISD,www.killeenisd.org,'014906002,C E ELLISON H S
'014906,KILLEEN ISD,www.killeenisd.org,'014906003,KILLEEN ISD CAREER CENTER
'014906,KILLEEN ISD,www.killeenisd.org,'014906004,GATEWAY H S
'014906,KILLEEN ISD,www.killeenisd.org,'014906006,PATHWAYS ACADEMIC CAMPUS
'014906,KILLEEN ISD,www.killeenisd.org,'014906007,HARKER HEIGHTS H S
'014906,KILLEEN ISD,www.killeenisd.org,'014906008,ROBERT M SHOEMAKER H S
'014906,KILLEEN ISD,www.killeenisd.org,'014906009,GATEWAY MIDDLE
'014906,KILLEEN ISD,www.killeenisd.org,'014906013,KILLEEN ISD EARLY COLLEGE H S
'014906,KILLEEN ISD,www.killeenisd.org,'014906015,HS015
'014906,KILLEEN ISD,www.killeenisd.org,'014906022,ADVENTHEALTH SCHOOL
'014906,KILLEEN ISD,www.killeenisd.org,'014906026,KILLEEN JJAEP
'014906,KILLEEN ISD,www.killeenisd.org,'014906042,NOLAN MIDDLE
'014906,KILLEEN ISD,www.killeenisd.org,'014906043,RANCIER MIDDLE
'014906,KILLEEN ISD,www.killeenisd.org,'014906044,MANOR MIDDLE
'014906,KILLEEN ISD,www.killeenisd.org,'014906046,EASTERN HILLS MIDDLE
'014906,KILLEEN ISD,www.killeenisd.org,'014906048,PALO ALTO MIDDLE
'014906,KILLEEN ISD,www.killeenisd.org,'014906049,LIBERTY HILL MIDDLE
'014906,KILLEEN ISD,www.killeenisd.org,'014906050,LIVE OAK RIDGE MIDDLE
'014906,KILLEEN ISD,www.killeenisd.org,'014906051,UNION GROVE MIDDLE
'014906,KILLEEN ISD,www.killeenisd.org,'014906052,AUDIE MURPHY MIDDLE
'014906,KILLEEN ISD,www.killeenisd.org,'014906053,CHARLES E PATTERSON MIDDLE
'014906,KILLEEN ISD,www.killeenisd.org,'014906054,ROY J SMITH MIDDLE
'014906,KILLEEN ISD,www.killeenisd.org,'014906055,MS055
'014906,KILLEEN ISD,www.killeenisd.org,'014906100,EL ALTER LEARNING CENTER
'014906,KILLEEN ISD,www.killeenisd.org,'014906102,CLIFTON PARK EL
'014906,KILLEEN ISD,www.killeenisd.org,'014906103,EAST WARD EL
'014906,KILLEEN ISD,www.killeenisd.org,'014906105,HARKER HEIGHTS EL
'014906,KILLEEN ISD,www.killeenisd.org,'014906108,MEADOWS EL
'014906,KILLEEN ISD,www.killeenisd.org,'014906109,PEEBLES EL
'014906,KILLEEN ISD,www.killeenisd.org,'014906110,PERSHING PARK EL
'014906,KILLEEN ISD,www.killeenisd.org,'014906111,SUGAR LOAF EL
'014906,KILLEEN ISD,www.killeenisd.org,'014906112,WEST WARD EL
'014906,KILLEEN ISD,www.killeenisd.org,'014906113,BELLAIRE EL
'014906,KILLEEN ISD,www.killeenisd.org,'014906115,NOLANVILLE EL
'014906,KILLEEN ISD,www.killeenisd.org,'014906116,CLARKE EL
'014906,KILLEEN ISD,www.killeenisd.org,'014906117,DUNCAN EL
'014906,KILLEEN ISD,www.killeenisd.org,'014906119,HAY BRANCH EL
'014906,KILLEEN ISD,www.killeenisd.org,'014906120,WILLOW SPRINGS EL
'014906,KILLEEN ISD,www.killeenisd.org,'014906121,MOUNTAIN VIEW EL
'014906,KILLEEN ISD,www.killeenisd.org,'014906122,REECES CREEK EL
'014906,KILLEEN ISD,www.killeenisd.org,'014906123,CLEAR CREEK EL
'014906,KILLEEN ISD,www.killeenisd.org,'014906124,CEDAR VALLEY EL
'014906,KILLEEN ISD,www.killeenisd.org,'014906125,BROOKHAVEN EL
'014906,KILLEEN ISD,www.killeenisd.org,'014906126,VENABLE VILLAGE EL
'014906,KILLEEN ISD,www.killeenisd.org,'014906127,TRIMMIER EL
'014906,KILLEEN ISD,www.killeenisd.org,'014906128,MONTAGUE VILLAGE EL
'014906,KILLEEN ISD,www.killeenisd.org,'014906129,MAXDALE EL
'014906,KILLEEN ISD,www.killeenisd.org,'014906130,IRA CROSS JR EL
'014906,KILLEEN ISD,www.killeenisd.org,'014906131,IDUMA EL
'014906,KILLEEN ISD,www.killeenisd.org,'014906132,OVETA CULP HOBBY EL
'014906,KILLEEN ISD,www.killeenisd.org,'014906133,TIMBER RIDGE EL
'014906,KILLEEN ISD,www.killeenisd.org,'014906135,SAEGERT EL
'014906,KILLEEN ISD,www.killeenisd.org,'014906136,SKIPCHA EL
'014906,KILLEEN ISD,www.killeenisd.org,'014906137,RICHARD E CAVAZOS EL
'014906,KILLEEN ISD,www.killeenisd.org,'014906138,HAYNES EL
'014906,KILLEEN ISD,www.killeenisd.org,'014906139,DR JOSEPH A FOWLER EL
'014906,KILLEEN ISD,www.killeenisd.org,'014906140,ALICE W DOUSE EL
'014906,KILLEEN ISD,www.killeenisd.org,'014906141,MAUDE MOORE WOOD EL
'014906,KILLEEN ISD,www.killeenisd.org,'014906142,EL142
'014906,KILLEEN ISD,www.killeenisd.org,'014906143,EL143
'014906,KILLEEN ISD,www.killeenisd.org,'014906144,EL144
'014907,ROGERS ISD,www.rogersisd.org,'014907001,ROGERS H S
'014907,ROGERS ISD,www.rogersisd.org,'014907041,ROGERS MIDDLE
'014907,ROGERS ISD,www.rogersisd.org,'014907042,BELL COUNTY JJAEP
'014907,ROGERS ISD,www.rogersisd.org,'014907043,BELL COUNTY DAEP
'014907,ROGERS ISD,www.rogersisd.org,'014907102,ROGERS EL
'014908,SALADO ISD,www.saladoisd.org,'014908001,SALADO H S
'014908,SALADO ISD,www.saladoisd.org,'014908002,BELL CO JJAEP
'014908,SALADO ISD,www.saladoisd.org,'014908005,BELL COUNTY DAEP
'014908,SALADO ISD,www.saladoisd.org,'014908041,THOMAS ARNOLD EL
'014908,SALADO ISD,www.saladoisd.org,'014908042,SALADO J H
'014908,SALADO ISD,www.saladoisd.org,'014908102,THOMAS ARNOLD EL
'014909,TEMPLE ISD,www.tisd.org,'014909002,TEMPLE H S
'014909,TEMPLE ISD,www.tisd.org,'014909005,WHEATLEY ALTERNATIVE EDUCATION CENTER
'014909,TEMPLE ISD,www.tisd.org,'014909006,BELL CO J J A E P
'014909,TEMPLE ISD,www.tisd.org,'014909008,FRED W EDWARDS ACADEMY AEC
'014909,TEMPLE ISD,www.tisd.org,'014909041,LAMAR MIDDLE
'014909,TEMPLE ISD,www.tisd.org,'014909042,TRAVIS SCIENCE ACADEMY
'014909,TEMPLE ISD,www.tisd.org,'014909044,BONHAM MIDDLE
'014909,TEMPLE ISD,www.tisd.org,'014909101,MERIDITH-DUNBAR EARLY CHILDHOOD ACADEMY
'014909,TEMPLE ISD,www.tisd.org,'014909102,CATER EL
'014909,TEMPLE ISD,www.tisd.org,'014909107,JEFFERSON EL
'014909,TEMPLE ISD,www.tisd.org,'014909110,SCOTT EL
'014909,TEMPLE ISD,www.tisd.org,'014909111,THORNTON EL
'014909,TEMPLE ISD,www.tisd.org,'014909114,WESTERN HILLS EL
