District Number,District Name,District Web Page Address,School Number,School Name
'220819,HIGH POINT ACADEMY,www.hpafortworth.com,'220819001,HIGH POINT ACADEMY
'220819,HIGH POINT ACADEMY,www.hpafortworth.com,'220819002,HIGH POINT ACADEMY SFW
'220819,HIGH POINT ACADEMY,www.hpafortworth.com,'220819003,HIGH POINT ACADEMY FW EL
'220901,ARLINGTON ISD,www.aisd.net,'220901001,ARLINGTON H S
'220901,ARLINGTON ISD,www.aisd.net,'220901002,SAM HOUSTON H S
'220901,ARLINGTON ISD,www.aisd.net,'220901003,LAMAR H S
'220901,ARLINGTON ISD,www.aisd.net,'220901004,BOWIE H S
'220901,ARLINGTON ISD,www.aisd.net,'220901005,MARTIN H S
'220901,ARLINGTON ISD,www.aisd.net,'220901006,VENTURE ALTER H S
'220901,ARLINGTON ISD,www.aisd.net,'220901007,TURNING POINT SECONDARY SCHOOL
'220901,ARLINGTON ISD,www.aisd.net,'220901008,NEWCOMER CENTER
'220901,ARLINGTON ISD,www.aisd.net,'220901009,SEGUIN H S
'220901,ARLINGTON ISD,www.aisd.net,'220901010,TARRANT CO J J A E P
'220901,ARLINGTON ISD,www.aisd.net,'220901011,ARLINGTON COLLEGIATE H S
'220901,ARLINGTON ISD,www.aisd.net,'220901014,ARLINGTON COLLEGE AND CAREER H S
'220901,ARLINGTON ISD,www.aisd.net,'220901041,CARTER J H
'220901,ARLINGTON ISD,www.aisd.net,'220901045,BAILEY J H
'220901,ARLINGTON ISD,www.aisd.net,'220901047,GUNN J H
'220901,ARLINGTON ISD,www.aisd.net,'220901048,SHACKELFORD J H
'220901,ARLINGTON ISD,www.aisd.net,'220901049,YOUNG J H
'220901,ARLINGTON ISD,www.aisd.net,'220901050,WORKMAN J H
'220901,ARLINGTON ISD,www.aisd.net,'220901051,BOLES J H
'220901,ARLINGTON ISD,www.aisd.net,'220901052,BARNETT J H
'220901,ARLINGTON ISD,www.aisd.net,'220901053,NICHOLS J H
'220901,ARLINGTON ISD,www.aisd.net,'220901055,OUSLEY J H
'220901,ARLINGTON ISD,www.aisd.net,'220901101,BERRY EL
'220901,ARLINGTON ISD,www.aisd.net,'220901102,BLANTON EL
'220901,ARLINGTON ISD,www.aisd.net,'220901103,CROW EL
'220901,ARLINGTON ISD,www.aisd.net,'220901104,DUFF EL
'220901,ARLINGTON ISD,www.aisd.net,'220901105,COMMUNITY BASED PK
'220901,ARLINGTON ISD,www.aisd.net,'220901107,KOOKEN ED CTR
'220901,ARLINGTON ISD,www.aisd.net,'220901109,RANKIN EL
'220901,ARLINGTON ISD,www.aisd.net,'220901110,ROARK EL
'220901,ARLINGTON ISD,www.aisd.net,'220901111,SOUTH DAVIS EL
'220901,ARLINGTON ISD,www.aisd.net,'220901112,SPEER EL
'220901,ARLINGTON ISD,www.aisd.net,'220901113,SWIFT EL
'220901,ARLINGTON ISD,www.aisd.net,'220901114,THORNTON EL
'220901,ARLINGTON ISD,www.aisd.net,'220901116,WIMBISH EL
'220901,ARLINGTON ISD,www.aisd.net,'220901117,HILL EL
'220901,ARLINGTON ISD,www.aisd.net,'220901119,GOODMAN EL
'220901,ARLINGTON ISD,www.aisd.net,'220901120,POPE EL
'220901,ARLINGTON ISD,www.aisd.net,'220901121,JOHNS EL
'220901,ARLINGTON ISD,www.aisd.net,'220901123,SHORT EL
'220901,ARLINGTON ISD,www.aisd.net,'220901124,AMOS EL
'220901,ARLINGTON ISD,www.aisd.net,'220901125,DUNN EL
'220901,ARLINGTON ISD,www.aisd.net,'220901126,FOSTER EL
'220901,ARLINGTON ISD,www.aisd.net,'220901128,KEY EL
'220901,ARLINGTON ISD,www.aisd.net,'220901129,BUTLER EL
'220901,ARLINGTON ISD,www.aisd.net,'220901130,DITTO EL
'220901,ARLINGTON ISD,www.aisd.net,'220901131,MORTON EL
'220901,ARLINGTON ISD,www.aisd.net,'220901132,ATHERTON EL
'220901,ARLINGTON ISD,www.aisd.net,'220901133,WOOD EL
'220901,ARLINGTON ISD,www.aisd.net,'220901134,SHERROD EL
'220901,ARLINGTON ISD,www.aisd.net,'220901135,MILLER EL
'220901,ARLINGTON ISD,www.aisd.net,'220901136,FITZGERALD EL
'220901,ARLINGTON ISD,www.aisd.net,'220901137,COREY FINE ARTS / DUAL LANGUAGE ACADEMY
'220901,ARLINGTON ISD,www.aisd.net,'220901140,STARRETT EL
'220901,ARLINGTON ISD,www.aisd.net,'220901141,BEBENSEE EL
'220901,ARLINGTON ISD,www.aisd.net,'220901142,ELLIS EL
'220901,ARLINGTON ISD,www.aisd.net,'220901143,FARRELL EL
'220901,ARLINGTON ISD,www.aisd.net,'220901144,MOORE EL
'220901,ARLINGTON ISD,www.aisd.net,'220901145,WILLIAMS EL
'220901,ARLINGTON ISD,www.aisd.net,'220901146,LITTLE EL
'220901,ARLINGTON ISD,www.aisd.net,'220901147,BRYANT EL
'220901,ARLINGTON ISD,www.aisd.net,'220901148,WEBB EL
'220901,ARLINGTON ISD,www.aisd.net,'220901149,ASHWORTH EL
'220901,ARLINGTON ISD,www.aisd.net,'220901150,CROUCH EL
'220901,ARLINGTON ISD,www.aisd.net,'220901151,LARSON EL
'220901,ARLINGTON ISD,www.aisd.net,'220901152,WEST EL
'220901,ARLINGTON ISD,www.aisd.net,'220901153,HALE EL
'220901,ARLINGTON ISD,www.aisd.net,'220901154,PEARCY EL
'220901,ARLINGTON ISD,www.aisd.net,'220901155,BURGIN EL
'220901,ARLINGTON ISD,www.aisd.net,'220901157,KNOX EL
'220901,ARLINGTON ISD,www.aisd.net,'220901158,BECKHAM EL
'220901,ARLINGTON ISD,www.aisd.net,'220901159,REMYNSE EL
'220901,ARLINGTON ISD,www.aisd.net,'220901160,ANDERSON EL
'220901,ARLINGTON ISD,www.aisd.net,'220901161,ADAMS EL
'220901,ARLINGTON ISD,www.aisd.net,'220901162,PATRICK EL
'220901,ARLINGTON ISD,www.aisd.net,'220901163,JONES FINE ARTS / DUAL LANGUAGE ACADEMY
'220901,ARLINGTON ISD,www.aisd.net,'220901164,PEACH EL
'220901,ARLINGTON ISD,www.aisd.net,'220901165,MCNUTT EL
'220901,ARLINGTON ISD,www.aisd.net,'220901166,WIMBISH WORLD LANGUAGE ACADEMY
'220902,BIRDVILLE ISD,www.birdvilleschools.net,'220902001,HALTOM H S
'220902,BIRDVILLE ISD,www.birdvilleschools.net,'220902002,RICHLAND H S
'220902,BIRDVILLE ISD,www.birdvilleschools.net,'220902004,HOMEBOUND
'220902,BIRDVILLE ISD,www.birdvilleschools.net,'220902009,TARRANT CO J J A E P
'220902,BIRDVILLE ISD,www.birdvilleschools.net,'220902010,BIRDVILLE H S
'220902,BIRDVILLE ISD,www.birdvilleschools.net,'220902012,SHANNON H S
'220902,BIRDVILLE ISD,www.birdvilleschools.net,'220902041,HALTOM MIDDLE
'220902,BIRDVILLE ISD,www.birdvilleschools.net,'220902042,NORTH RICHLAND MIDDLE
'220902,BIRDVILLE ISD,www.birdvilleschools.net,'220902043,RICHLAND MIDDLE
'220902,BIRDVILLE ISD,www.birdvilleschools.net,'220902044,NORTH OAKS MIDDLE
'220902,BIRDVILLE ISD,www.birdvilleschools.net,'220902045,WATAUGA MIDDLE
'220902,BIRDVILLE ISD,www.birdvilleschools.net,'220902046,SMITHFIELD MIDDLE
'220902,BIRDVILLE ISD,www.birdvilleschools.net,'220902047,NORTH RIDGE MIDDLE
'220902,BIRDVILLE ISD,www.birdvilleschools.net,'220902101,BIRDVILLE EL
'220902,BIRDVILLE ISD,www.birdvilleschools.net,'220902102,DAVID E SMITH EL
'220902,BIRDVILLE ISD,www.birdvilleschools.net,'220902103,W T FRANCISCO EL
'220902,BIRDVILLE ISD,www.birdvilleschools.net,'220902104,JACK C BINION EL
'220902,BIRDVILLE ISD,www.birdvilleschools.net,'220902105,ALLIENE MULLENDORE EL
'220902,BIRDVILLE ISD,www.birdvilleschools.net,'220902106,RICHLAND EL
'220902,BIRDVILLE ISD,www.birdvilleschools.net,'220902107,SMITHFIELD EL
'220902,BIRDVILLE ISD,www.birdvilleschools.net,'220902108,SNOW HEIGHTS EL
'220902,BIRDVILLE ISD,www.birdvilleschools.net,'220902109,MAJOR CHENEY EL AT SOUTH BIRDVILLE
'220902,BIRDVILLE ISD,www.birdvilleschools.net,'220902110,O H STOWE EL
'220902,BIRDVILLE ISD,www.birdvilleschools.net,'220902111,WEST BIRDVILLE EL
'220902,BIRDVILLE ISD,www.birdvilleschools.net,'220902112,HOLIDAY HEIGHTS EL
'220902,BIRDVILLE ISD,www.birdvilleschools.net,'220902113,WATAUGA EL
'220902,BIRDVILLE ISD,www.birdvilleschools.net,'220902114,GRACE E HARDEMAN EL
'220902,BIRDVILLE ISD,www.birdvilleschools.net,'220902115,W A PORTER EL
'220902,BIRDVILLE ISD,www.birdvilleschools.net,'220902116,ACADEMY AT CARRIE F THOMAS
'220902,BIRDVILLE ISD,www.birdvilleschools.net,'220902117,FOSTER VILLAGE EL
'220902,BIRDVILLE ISD,www.birdvilleschools.net,'220902118,NORTH RIDGE EL
'220902,BIRDVILLE ISD,www.birdvilleschools.net,'220902119,JOHN D SPICER EL
'220902,BIRDVILLE ISD,www.birdvilleschools.net,'220902120,GREEN VALLEY EL
'220902,BIRDVILLE ISD,www.birdvilleschools.net,'220902121,WALKER CREEK EL
'220902,BIRDVILLE ISD,www.birdvilleschools.net,'220902122,NEW EL
'220904,EVERMAN ISD,www.eisd.org,'220904001,EVERMAN H S
'220904,EVERMAN ISD,www.eisd.org,'220904002,TARRANT COUNTY JJAEP SCHOOL
'220904,EVERMAN ISD,www.eisd.org,'220904003,EVERMAN ACADEMY H S
'220904,EVERMAN ISD,www.eisd.org,'220904041,CHARLES BAXTER J H
'220904,EVERMAN ISD,www.eisd.org,'220904042,ROY JOHNSON SIXTH GRADE CAMPUS
'220904,EVERMAN ISD,www.eisd.org,'220904101,BISHOP EL
'220904,EVERMAN ISD,www.eisd.org,'220904102,E RAY EL
'220904,EVERMAN ISD,www.eisd.org,'220904103,SOUDER EL
'220904,EVERMAN ISD,www.eisd.org,'220904104,HOMMEL EL
'220904,EVERMAN ISD,www.eisd.org,'220904105,DAN POWELL INT
'220904,EVERMAN ISD,www.eisd.org,'220904106,JOHN AND POLLY TOWNLEY EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905001,CARTER-RIVERSIDE H S
'220905,FORT WORTH ISD,www.fwisd.org,'220905002,ARLINGTON HEIGHTS H S
'220905,FORT WORTH ISD,www.fwisd.org,'220905003,SOUTH HILLS H S
'220905,FORT WORTH ISD,www.fwisd.org,'220905004,DIAMOND HILL-JARVIS H S
'220905,FORT WORTH ISD,www.fwisd.org,'220905005,DUNBAR H S
'220905,FORT WORTH ISD,www.fwisd.org,'220905006,EASTERN HILLS H S
'220905,FORT WORTH ISD,www.fwisd.org,'220905008,NORTH SIDE H S
'220905,FORT WORTH ISD,www.fwisd.org,'220905009,POLYTECHNIC H S
'220905,FORT WORTH ISD,www.fwisd.org,'220905010,PASCHAL H S
'220905,FORT WORTH ISD,www.fwisd.org,'220905011,TRIMBLE TECHNICAL H S
'220905,FORT WORTH ISD,www.fwisd.org,'220905014,SOUTHWEST H S
'220905,FORT WORTH ISD,www.fwisd.org,'220905015,WESTERN HILLS H S
'220905,FORT WORTH ISD,www.fwisd.org,'220905016,O D WYATT H S
'220905,FORT WORTH ISD,www.fwisd.org,'220905018,MIDDLE LVL LRN CTR
'220905,FORT WORTH ISD,www.fwisd.org,'220905019,METRO OPPORTUNITY
'220905,FORT WORTH ISD,www.fwisd.org,'220905021,SUCCESS H S
'220905,FORT WORTH ISD,www.fwisd.org,'220905024,DETENT CTR
'220905,FORT WORTH ISD,www.fwisd.org,'220905026,JO KELLY SP ED
'220905,FORT WORTH ISD,www.fwisd.org,'220905035,TRANSITION CTR
'220905,FORT WORTH ISD,www.fwisd.org,'220905040,JUVENILE JUSTICE ALTERNATIVE ED PROGRAM
'220905,FORT WORTH ISD,www.fwisd.org,'220905042,DAGGETT MIDDLE
'220905,FORT WORTH ISD,www.fwisd.org,'220905043,WEDGWOOD 6TH GR SCH
'220905,FORT WORTH ISD,www.fwisd.org,'220905044,ELDER MIDDLE
'220905,FORT WORTH ISD,www.fwisd.org,'220905045,FOREST OAK MIDDLE
'220905,FORT WORTH ISD,www.fwisd.org,'220905047,HANDLEY MIDDLE
'220905,FORT WORTH ISD,www.fwisd.org,'220905048,JAMES MIDDLE
'220905,FORT WORTH ISD,www.fwisd.org,'220905049,KIRKPATRICK MIDDLE
'220905,FORT WORTH ISD,www.fwisd.org,'220905050,MCLEAN MIDDLE
'220905,FORT WORTH ISD,www.fwisd.org,'220905051,MEACHAM MIDDLE
'220905,FORT WORTH ISD,www.fwisd.org,'220905052,MEADOWBROOK MIDDLE
'220905,FORT WORTH ISD,www.fwisd.org,'220905053,MONNIG MIDDLE
'220905,FORT WORTH ISD,www.fwisd.org,'220905054,MORNINGSIDE MIDDLE
'220905,FORT WORTH ISD,www.fwisd.org,'220905055,APPLIED LEARNING ACAD
'220905,FORT WORTH ISD,www.fwisd.org,'220905056,RIVERSIDE MIDDLE
'220905,FORT WORTH ISD,www.fwisd.org,'220905057,ROSEMONT MIDDLE
'220905,FORT WORTH ISD,www.fwisd.org,'220905058,STRIPLING MIDDLE
'220905,FORT WORTH ISD,www.fwisd.org,'220905059,J MARTIN JACQUET MIDDLE
'220905,FORT WORTH ISD,www.fwisd.org,'220905060,WEDGWOOD MIDDLE
'220905,FORT WORTH ISD,www.fwisd.org,'220905061,LEONARD MIDDLE
'220905,FORT WORTH ISD,www.fwisd.org,'220905062,INT'L NEWCOMER ACAD
'220905,FORT WORTH ISD,www.fwisd.org,'220905063,COMO MONTESSORI
'220905,FORT WORTH ISD,www.fwisd.org,'220905064,GLENCREST 6TH GRADE SCH
'220905,FORT WORTH ISD,www.fwisd.org,'220905066,WILLOUGHBY HOUSE
'220905,FORT WORTH ISD,www.fwisd.org,'220905067,ROSEMONT 6TH GRADE
'220905,FORT WORTH ISD,www.fwisd.org,'220905069,MCLEAN 6TH GRADE
'220905,FORT WORTH ISD,www.fwisd.org,'220905070,JEAN MCCLUNG MIDDLE
'220905,FORT WORTH ISD,www.fwisd.org,'220905071,BENBROOK MIDDLE/HIGH SCHOOL
'220905,FORT WORTH ISD,www.fwisd.org,'220905080,SPED PRIVATE/HOMEBOUND
'220905,FORT WORTH ISD,www.fwisd.org,'220905081,YOUNG WOMEN'S LEADERSHIP ACADEMY
'220905,FORT WORTH ISD,www.fwisd.org,'220905082,TEXAS ACADEMY OF BIOMEDICAL
'220905,FORT WORTH ISD,www.fwisd.org,'220905083,YOUNG MEN'S LEADERSHIP ACADEMY
'220905,FORT WORTH ISD,www.fwisd.org,'220905084,WORLD LANGUAGES INSTITUTE
'220905,FORT WORTH ISD,www.fwisd.org,'220905085,MARINE CREEK COLLEGIATE H S
'220905,FORT WORTH ISD,www.fwisd.org,'220905086,TARRANT CO COLLEGE SOUTH/FORT WORTH COLLEGIATE H S
'220905,FORT WORTH ISD,www.fwisd.org,'220905087,IM TERRELL ACADEMY FOR STEM AND VPA
'220905,FORT WORTH ISD,www.fwisd.org,'220905101,ALICE CARLSON APPLIED LRN CTR
'220905,FORT WORTH ISD,www.fwisd.org,'220905103,BENBROOK EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905104,BOULEVARD HEIGHTS
'220905,FORT WORTH ISD,www.fwisd.org,'220905105,WEST HANDLEY EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905107,BURTON HILL EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905110,CARROLL PEAK EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905111,CARTER PARK EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905114,MANUEL JARA EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905115,GEORGE CLARKE EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905116,LILY B CLAYTON EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905117,COMO EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905118,HAZEL HARVEY PEACE EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905119,DAGGETT EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905120,RUFINO MENDOZA SR EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905121,DE ZAVALA EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905122,DIAMOND HILL EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905123,S S DILLOW EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905124,MAUDE I LOGAN EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905125,EASTERN HILLS EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905126,EAST HANDLEY EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905127,CHRISTENE C MOSS EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905129,JOHN T WHITE EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905130,HARLEAN BEAL EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905131,ROSEMONT PARK EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905132,GLEN PARK EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905133,W M GREEN EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905134,GREENBRIAR EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905135,VAN ZANDT-GUINN EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905137,HUBBARD EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905138,HELBING EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905139,KIRKPATRICK EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905141,MEADOWBROOK EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905143,MCRAE EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905144,MITCHELL BOULEVARD EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905146,MOORE M H EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905147,MORNINGSIDE EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905148,CHARLES NASH EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905149,NORTH HI MOUNT EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905150,OAKHURST EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905151,NATHA HOWELL EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905152,OAKLAWN EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905153,A M PATE EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905154,M L PHILLIPS EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905156,RIDGLEA HILLS EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905157,LUELLA MERRETT EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905159,VERSIA WILLIAMS EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905160,MAUDRIE WALTON EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905161,SAM ROSEN EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905162,SAGAMORE HILL EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905163,BRUCE SHULKEY EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905165,RICHARD J WILSON EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905166,SOUTH HI MOUNT EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905167,SOUTH HILLS EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905168,SPRINGDALE EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905169,SUNRISE - MCMILLAN EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905171,TANGLEWOOD EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905172,W J TURNER EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905175,WASHINGTON HEIGHTS EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905176,WAVERLY PARK EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905177,WESTCLIFF EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905178,WESTCREEK EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905180,WESTERN HILLS EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905184,WORTH HEIGHTS EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905186,DAVID K SELLARS EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905187,J T STEVENS EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905188,ATWOOD MCDONALD EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905190,RIVERSIDE APPLIED LRN CTR
'220905,FORT WORTH ISD,www.fwisd.org,'220905193,FW RGNL PROGRAM FOR DEAF
'220905,FORT WORTH ISD,www.fwisd.org,'220905194,DAGGETT MONTESSORI
'220905,FORT WORTH ISD,www.fwisd.org,'220905206,BILL J ELLIOTT EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905207,WESTPARK EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905208,T A SIMS EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905209,EDWARD BRISCOE EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905210,CHILDREN'S MEDICAL CTR
'220905,FORT WORTH ISD,www.fwisd.org,'220905211,WOMEN'S HAVEN
'220905,FORT WORTH ISD,www.fwisd.org,'220905212,BRIDGE ASSOC
'220905,FORT WORTH ISD,www.fwisd.org,'220905214,ADULT ED
'220905,FORT WORTH ISD,www.fwisd.org,'220905216,WOODWAY EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905219,LOWERY ROAD
'220905,FORT WORTH ISD,www.fwisd.org,'220905220,ALICE D CONTRERAS
'220905,FORT WORTH ISD,www.fwisd.org,'220905221,WESTERN HILLS PRI
'220905,FORT WORTH ISD,www.fwisd.org,'220905222,CLIFFORD DAVIS EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905223,CESAR CHAVEZ PRI
'220905,FORT WORTH ISD,www.fwisd.org,'220905224,MG ELLIS
'220905,FORT WORTH ISD,www.fwisd.org,'220905225,BONNIE BRAE
'220905,FORT WORTH ISD,www.fwisd.org,'220905226,SEMINARY HILLS PARK EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905227,DOLORES HUERTA EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905228,PK SATELLITE CENTERS
'220905,FORT WORTH ISD,www.fwisd.org,'220905229,NEW EL
'220905,FORT WORTH ISD,www.fwisd.org,'220905242,TARRANT YOUTH RECOVERY
'220905,FORT WORTH ISD,www.fwisd.org,'220905251,ASSESSMENT CTR
'220905,FORT WORTH ISD,www.fwisd.org,'220905252,INSIGHTS LEARNING CENTER
'220905,FORT WORTH ISD,www.fwisd.org,'220905255,TAKS
'220905,FORT WORTH ISD,www.fwisd.org,'220905698,DISTRICT WIDE EL
'220906,GRAPEVINE-COLLEYVILLE ISD,www.gcisd.net,'220906001,GRAPEVINE H S
'220906,GRAPEVINE-COLLEYVILLE ISD,www.gcisd.net,'220906004,COLLEYVILLE HERITAGE H S
'220906,GRAPEVINE-COLLEYVILLE ISD,www.gcisd.net,'220906006,THE BRIDGES ACAD ALTER
'220906,GRAPEVINE-COLLEYVILLE ISD,www.gcisd.net,'220906007,IUNIVERSITY PREP
'220906,GRAPEVINE-COLLEYVILLE ISD,www.gcisd.net,'220906008,GRAPEVINE-COLLEYVILLE COLLEGIATE ACADEMY AT TCC NE
'220906,GRAPEVINE-COLLEYVILLE ISD,www.gcisd.net,'220906038,TARRANT CO J J A E P
'220906,GRAPEVINE-COLLEYVILLE ISD,www.gcisd.net,'220906041,GRAPEVINE MIDDLE
'220906,GRAPEVINE-COLLEYVILLE ISD,www.gcisd.net,'220906042,COLLEYVILLE MIDDLE
'220906,GRAPEVINE-COLLEYVILLE ISD,www.gcisd.net,'220906043,HERITAGE MIDDLE
'220906,GRAPEVINE-COLLEYVILLE ISD,www.gcisd.net,'220906044,CROSS TIMBERS MIDDLE
'220906,GRAPEVINE-COLLEYVILLE ISD,www.gcisd.net,'220906101,CANNON EL
'220906,GRAPEVINE-COLLEYVILLE ISD,www.gcisd.net,'220906102,COLLEYVILLE EL
'220906,GRAPEVINE-COLLEYVILLE ISD,www.gcisd.net,'220906103,DOVE EL
'220906,GRAPEVINE-COLLEYVILLE ISD,www.gcisd.net,'220906104,TIMBERLINE EL
'220906,GRAPEVINE-COLLEYVILLE ISD,www.gcisd.net,'220906105,TAYLOR EL
'220906,GRAPEVINE-COLLEYVILLE ISD,www.gcisd.net,'220906106,BEAR CREEK EL
'220906,GRAPEVINE-COLLEYVILLE ISD,www.gcisd.net,'220906107,HERITAGE EL
'220906,GRAPEVINE-COLLEYVILLE ISD,www.gcisd.net,'220906108,BRANSFORD EL
'220906,GRAPEVINE-COLLEYVILLE ISD,www.gcisd.net,'220906109,GRAPEVINE EL
'220906,GRAPEVINE-COLLEYVILLE ISD,www.gcisd.net,'220906110,SILVER LAKE EL
'220906,GRAPEVINE-COLLEYVILLE ISD,www.gcisd.net,'220906111,GLENHOPE EL
'220907,KELLER ISD,www.kellerisd.net,'220907001,KELLER H S
'220907,KELLER ISD,www.kellerisd.net,'220907002,FOSSIL RIDGE H S
'220907,KELLER ISD,www.kellerisd.net,'220907003,TARRANT CO J J A E P
'220907,KELLER ISD,www.kellerisd.net,'220907004,CENTRAL H S
'220907,KELLER ISD,www.kellerisd.net,'220907005,TIMBER CREEK H S
'220907,KELLER ISD,www.kellerisd.net,'220907039,KELLER LEARNING CENTER
'220907,KELLER ISD,www.kellerisd.net,'220907041,KELLER MIDDLE
'220907,KELLER ISD,www.kellerisd.net,'220907042,FOSSIL HILL MIDDLE
'220907,KELLER ISD,www.kellerisd.net,'220907043,HILLWOOD MIDDLE
'220907,KELLER ISD,www.kellerisd.net,'220907044,INDIAN SPRINGS MIDDLE
'220907,KELLER ISD,www.kellerisd.net,'220907045,TRINITY SPRINGS MIDDLE
'220907,KELLER ISD,www.kellerisd.net,'220907046,TIMBERVIEW MIDDLE
'220907,KELLER ISD,www.kellerisd.net,'220907047,VISTA RIDGE MIDDLE
'220907,KELLER ISD,www.kellerisd.net,'220907101,KELLER-HARVEL EL
'220907,KELLER ISD,www.kellerisd.net,'220907102,FLORENCE EL
'220907,KELLER ISD,www.kellerisd.net,'220907103,PARKVIEW EL
'220907,KELLER ISD,www.kellerisd.net,'220907104,BEAR CREEK INT
'220907,KELLER ISD,www.kellerisd.net,'220907105,WHITLEY ROAD EL
'220907,KELLER ISD,www.kellerisd.net,'220907106,HERITAGE EL
'220907,KELLER ISD,www.kellerisd.net,'220907107,CHISHOLM TRAIL INT
'220907,KELLER ISD,www.kellerisd.net,'220907108,SHADY GROVE EL
'220907,KELLER ISD,www.kellerisd.net,'220907109,PARK GLEN EL
'220907,KELLER ISD,www.kellerisd.net,'220907110,WILLIS LANE EL
'220907,KELLER ISD,www.kellerisd.net,'220907111,NORTH RIVERSIDE EL
'220907,KELLER ISD,www.kellerisd.net,'220907112,HIDDEN LAKES EL
'220907,KELLER ISD,www.kellerisd.net,'220907113,LONE STAR EL
'220907,KELLER ISD,www.kellerisd.net,'220907114,PARKWOOD HILL INT
'220907,KELLER ISD,www.kellerisd.net,'220907116,BLUEBONNET EL
'220907,KELLER ISD,www.kellerisd.net,'220907117,FREEDOM EL
'220907,KELLER ISD,www.kellerisd.net,'220907118,BETTE PEROT EL
'220907,KELLER ISD,www.kellerisd.net,'220907119,WOODLAND SPRINGS EL
'220907,KELLER ISD,www.kellerisd.net,'220907120,LIBERTY EL
'220907,KELLER ISD,www.kellerisd.net,'220907121,INDEPENDENCE EL
'220907,KELLER ISD,www.kellerisd.net,'220907122,FRIENDSHIP EL
